Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,total_value,is_returned,Age_Group,return_risk_score
ORD00008828,PROD00008828,USER00008828,22-01-24,05-04-23,Home,277.24,5,Defective,Returned,-292.0,67,Female,Other,Credit Card,Standard,30.5,1386.2,1,65+,0.4822083013693035
ORD00008829,PROD00008829,USER00008829,06-05-23,02-02-23,Electronics,176.92,3,Not as described,Returned,-93.0,60,Male,Other,Credit Card,Standard,39.63,530.76,1,56–65,0.5303691207832479
ORD00008830,PROD00008830,USER00008830,07-04-23,,Clothing,367.06,5,,Not Returned,,54,Male,Other,PayPal,Express,34.11,1835.3,0,46–55,0.5646923657663376
ORD00008831,PROD00008831,USER00008831,29-07-23,10-04-24,Clothing,469.19,3,Wrong item,Returned,256.0,62,Male,Other,PayPal,Express,27.86,1407.57,1,56–65,0.46078287131819384
ORD00008832,PROD00008832,USER00008832,22-12-24,24-01-23,Home,274.03,1,Changed mind,Returned,-698.0,26,Female,Other,PayPal,Standard,24.35,274.03,1,26–35,0.45834029009317345
ORD00008833,PROD00008833,USER00008833,23-10-24,,Clothing,133.78,2,,Not Returned,,22,Female,Other,Gift Card,Standard,31.0,267.56,0,18–25,0.5403166119020817
ORD00008834,PROD00008834,USER00008834,21-07-24,,Clothing,206.12,1,,Not Returned,,19,Male,City36,Debit Card,Express,25.65,206.12,0,18–25,0.48000069533598383
ORD00008835,PROD00008835,USER00008835,10-04-24,,Books,416.13,5,,Not Returned,,68,Male,Other,Credit Card,Express,12.42,2080.65,0,65+,0.5573834603752549
ORD00008836,PROD00008836,USER00008836,28-03-24,05-04-24,Books,231.96,2,Defective,Returned,8.0,30,Male,Other,Credit Card,Next-Day,32.69,463.92,1,26–35,0.5233101934339169
ORD00008837,PROD00008837,USER00008837,18-10-24,,Clothing,414.71,2,,Not Returned,,25,Male,Other,PayPal,Next-Day,18.49,829.42,0,18–25,0.6244564490520745
ORD00008838,PROD00008838,USER00008838,07-04-24,,Electronics,493.19,3,,Not Returned,,47,Female,Other,Gift Card,Standard,27.07,1479.57,0,46–55,0.5394385334796711
ORD00008839,PROD00008839,USER00008839,29-08-23,31-10-24,Books,330.63,2,Wrong item,Returned,429.0,67,Female,Other,Debit Card,Express,48.87,661.26,1,65+,0.5423669303412664
ORD00008840,PROD00008840,USER00008840,29-11-24,,Home,27.11,1,,Not Returned,,20,Female,Other,Credit Card,Next-Day,33.39,27.11,0,18–25,0.6512208174857019
ORD00008841,PROD00008841,USER00008841,15-10-24,,Toys,101.03,5,,Not Returned,,70,Male,Other,PayPal,Standard,31.86,505.15,0,65+,0.64098954881205
ORD00008842,PROD00008842,USER00008842,26-03-24,22-12-24,Toys,53.96,3,Not as described,Returned,271.0,37,Male,Other,Debit Card,Standard,23.96,161.88,1,36–45,0.41899057968983827
ORD00008843,PROD00008843,USER00008843,08-03-23,,Electronics,305.19,3,,Not Returned,,49,Female,Other,Credit Card,Standard,28.8,915.5699999999999,0,46–55,0.47316360467598106
ORD00008844,PROD00008844,USER00008844,10-02-24,03-09-23,Home,152.1,3,Defective,Returned,-160.0,59,Female,Other,Gift Card,Standard,16.34,456.29999999999995,1,56–65,0.47817953540413116
ORD00008845,PROD00008845,USER00008845,05-08-23,01-03-24,Clothing,356.41,5,Changed mind,Returned,209.0,31,Male,Other,Credit Card,Standard,35.02,1782.0500000000002,1,26–35,0.5535403558606868
ORD00008846,PROD00008846,USER00008846,20-07-23,29-08-24,Toys,180.82,2,Changed mind,Returned,406.0,68,Male,Other,Gift Card,Express,40.75,361.64,1,65+,0.4632481686670129
ORD00008847,PROD00008847,USER00008847,23-01-23,02-07-24,Books,60.72,3,Wrong item,Returned,526.0,42,Male,City43,Credit Card,Express,27.31,182.16,1,36–45,0.5850739134254954
ORD00008848,PROD00008848,USER00008848,07-10-24,02-12-23,Home,28.4,4,Changed mind,Returned,-310.0,40,Female,Other,Credit Card,Standard,44.64,113.6,1,36–45,0.45207659754699975
ORD00008849,PROD00008849,USER00008849,23-09-24,05-05-24,Home,59.96,2,Changed mind,Returned,-141.0,66,Female,Other,Gift Card,Express,13.71,119.92,1,65+,0.42394222156846906
ORD00008850,PROD00008850,USER00008850,23-04-23,,Books,329.03,5,,Not Returned,,58,Female,Other,Credit Card,Standard,2.59,1645.1499999999999,0,56–65,0.40774379036987024
ORD00008851,PROD00008851,USER00008851,21-02-24,17-11-24,Toys,437.96,5,Changed mind,Returned,270.0,58,Male,City3,Debit Card,Standard,21.39,2189.7999999999997,1,56–65,0.4419053630318265
ORD00008852,PROD00008852,USER00008852,02-01-24,,Books,282.49,3,,Not Returned,,29,Female,Other,Debit Card,Standard,26.52,847.47,0,26–35,0.5653493924204798
ORD00008853,PROD00008853,USER00008853,31-08-23,,Electronics,323.09,3,,Not Returned,,54,Male,Other,Credit Card,Express,6.86,969.27,0,46–55,0.37945228714878826
ORD00008854,PROD00008854,USER00008854,06-10-24,,Home,180.7,1,,Not Returned,,23,Female,Other,Gift Card,Next-Day,13.13,180.7,0,18–25,0.43072344654109984
ORD00008855,PROD00008855,USER00008855,02-03-23,16-10-23,Books,219.09,5,Defective,Returned,228.0,49,Male,City1,Credit Card,Next-Day,18.66,1095.45,1,46–55,0.4970195302595409
ORD00008856,PROD00008856,USER00008856,29-05-24,23-10-23,Electronics,177.01,1,Wrong item,Returned,-219.0,26,Male,City43,Debit Card,Standard,6.26,177.01,1,26–35,0.5575424564730013
ORD00008857,PROD00008857,USER00008857,16-09-24,02-12-24,Clothing,15.27,5,Defective,Returned,77.0,42,Female,Other,PayPal,Standard,43.36,76.35,1,36–45,0.576654072899016
ORD00008858,PROD00008858,USER00008858,13-12-24,30-07-24,Electronics,355.68,4,Not as described,Returned,-136.0,69,Male,Other,Debit Card,Next-Day,25.13,1422.72,1,65+,0.4101125459560712
ORD00008859,PROD00008859,USER00008859,01-05-23,,Toys,351.24,5,,Not Returned,,65,Male,City28,Gift Card,Express,46.6,1756.2,0,56–65,0.5165440211624159
ORD00008860,PROD00008860,USER00008860,25-12-23,,Clothing,90.94,1,,Not Returned,,45,Male,Other,PayPal,Express,38.67,90.94,0,36–45,0.5026791551209981
ORD00008861,PROD00008861,USER00008861,21-08-23,,Home,128.54,5,,Not Returned,,63,Male,Other,PayPal,Next-Day,44.08,642.6999999999999,0,56–65,0.5306678297074396
ORD00008862,PROD00008862,USER00008862,24-02-24,04-11-24,Toys,261.85,2,Wrong item,Returned,254.0,51,Female,Other,Debit Card,Next-Day,39.23,523.7,1,46–55,0.43680311986942305
ORD00008863,PROD00008863,USER00008863,07-02-24,,Home,280.99,5,,Not Returned,,19,Female,City81,Debit Card,Standard,25.51,1404.95,0,18–25,0.506909831240489
ORD00008864,PROD00008864,USER00008864,08-05-23,,Books,202.99,1,,Not Returned,,59,Female,Other,Credit Card,Next-Day,36.71,202.99,0,56–65,0.4482689623519225
ORD00008865,PROD00008865,USER00008865,27-12-23,,Home,56.54,2,,Not Returned,,56,Male,Other,PayPal,Express,8.47,113.08,0,56–65,0.4267593746793358
ORD00008866,PROD00008866,USER00008866,31-10-23,16-04-23,Toys,132.53,1,Changed mind,Returned,-198.0,38,Male,Other,Debit Card,Next-Day,23.23,132.53,1,36–45,0.49998281027299424
ORD00008867,PROD00008867,USER00008867,16-05-23,01-10-24,Clothing,174.28,3,Not as described,Returned,504.0,69,Male,Other,Debit Card,Next-Day,2.82,522.84,1,65+,0.4888213502069168
ORD00008868,PROD00008868,USER00008868,29-06-23,,Clothing,104.24,2,,Not Returned,,30,Female,Other,PayPal,Express,26.54,208.48,0,26–35,0.56174449151136
ORD00008869,PROD00008869,USER00008869,30-12-23,26-03-24,Electronics,210.0,2,Not as described,Returned,87.0,60,Female,Other,Gift Card,Standard,22.92,420.0,1,56–65,0.5962421283431578
ORD00008870,PROD00008870,USER00008870,11-08-24,02-01-23,Clothing,121.76,1,Changed mind,Returned,-587.0,42,Male,Other,PayPal,Express,21.59,121.76,1,36–45,0.3897638854339808
ORD00008871,PROD00008871,USER00008871,26-04-23,,Electronics,99.34,4,,Not Returned,,55,Male,Other,PayPal,Next-Day,24.64,397.36,0,46–55,0.4954469222756834
ORD00008872,PROD00008872,USER00008872,19-12-24,,Books,313.14,1,,Not Returned,,60,Female,Other,PayPal,Express,9.17,313.14,0,56–65,0.55606704751915
ORD00008873,PROD00008873,USER00008873,22-11-24,26-11-24,Home,279.54,2,Changed mind,Returned,4.0,59,Female,City26,PayPal,Standard,8.76,559.08,1,56–65,0.4869326900991826
ORD00008874,PROD00008874,USER00008874,17-03-24,14-12-24,Home,331.75,2,Defective,Returned,272.0,27,Male,Other,Gift Card,Next-Day,47.59,663.5,1,26–35,0.5759490584043001
ORD00008875,PROD00008875,USER00008875,13-10-24,,Toys,315.23,5,,Not Returned,,52,Male,Other,PayPal,Express,45.19,1576.15,0,46–55,0.5110458723930944
ORD00008876,PROD00008876,USER00008876,01-06-23,,Home,242.46,3,,Not Returned,,69,Female,Other,Debit Card,Express,5.18,727.38,0,65+,0.41529795805844244
ORD00008877,PROD00008877,USER00008877,28-02-23,,Electronics,215.43,5,,Not Returned,,29,Female,City1,Gift Card,Express,11.37,1077.15,0,26–35,0.4989172848754291
ORD00008878,PROD00008878,USER00008878,30-03-23,04-07-23,Books,37.18,5,Wrong item,Returned,96.0,65,Male,City1,Debit Card,Standard,46.86,185.9,1,56–65,0.5243586388391401
ORD00008879,PROD00008879,USER00008879,04-08-24,,Electronics,290.37,1,,Not Returned,,57,Male,Other,Gift Card,Standard,38.01,290.37,0,56–65,0.4731872521987834
ORD00008880,PROD00008880,USER00008880,26-02-23,26-04-23,Home,286.56,5,Defective,Returned,59.0,56,Female,Other,PayPal,Standard,32.16,1432.8,1,56–65,0.4416571555912171
ORD00008881,PROD00008881,USER00008881,14-05-23,23-07-23,Books,332.58,3,Wrong item,Returned,70.0,31,Male,Other,Gift Card,Express,42.74,997.74,1,26–35,0.47534495903091534
ORD00008882,PROD00008882,USER00008882,15-10-23,,Books,216.5,4,,Not Returned,,58,Female,Other,Debit Card,Next-Day,48.53,866.0,0,56–65,0.5216361711712864
ORD00008883,PROD00008883,USER00008883,18-06-24,,Electronics,355.26,3,,Not Returned,,30,Female,Other,Credit Card,Express,35.66,1065.78,0,26–35,0.6443347114619841
ORD00008884,PROD00008884,USER00008884,16-11-24,,Electronics,211.16,5,,Not Returned,,39,Male,Other,Gift Card,Standard,2.33,1055.8,0,36–45,0.5045619767808289
ORD00008885,PROD00008885,USER00008885,10-02-24,,Electronics,267.72,5,,Not Returned,,68,Male,Other,Gift Card,Next-Day,45.31,1338.6000000000001,0,65+,0.5693272333724444
ORD00008886,PROD00008886,USER00008886,30-06-23,,Electronics,100.83,1,,Not Returned,,59,Male,Other,Gift Card,Standard,47.0,100.83,0,56–65,0.41672199040124636
ORD00008887,PROD00008887,USER00008887,27-08-23,,Clothing,277.85,5,,Not Returned,,31,Female,Other,Gift Card,Standard,33.8,1389.25,0,26–35,0.49549220291310764
ORD00008888,PROD00008888,USER00008888,22-11-24,17-09-24,Clothing,193.31,2,Defective,Returned,-66.0,58,Male,Other,Gift Card,Next-Day,13.98,386.62,1,56–65,0.5453253615434012
ORD00008889,PROD00008889,USER00008889,12-06-23,07-06-24,Electronics,489.53,3,Defective,Returned,361.0,58,Female,Other,Debit Card,Next-Day,40.6,1468.59,1,56–65,0.491909418212503
ORD00008890,PROD00008890,USER00008890,12-07-23,,Books,167.48,4,,Not Returned,,25,Female,Other,Gift Card,Next-Day,48.21,669.92,0,18–25,0.6825912334983175
ORD00008891,PROD00008891,USER00008891,16-01-23,,Clothing,11.44,2,,Not Returned,,20,Female,Other,Credit Card,Standard,22.2,22.88,0,18–25,0.6400932575808582
ORD00008892,PROD00008892,USER00008892,20-04-24,07-05-23,Home,217.41,2,Defective,Returned,-349.0,35,Male,Other,Credit Card,Standard,17.02,434.82,1,26–35,0.49700786042449646
ORD00008893,PROD00008893,USER00008893,06-11-24,28-05-24,Home,43.01,4,Defective,Returned,-162.0,47,Male,Other,Credit Card,Standard,18.29,172.04,1,46–55,0.40498601723506084
ORD00008894,PROD00008894,USER00008894,30-06-23,08-04-23,Books,413.46,3,Defective,Returned,-83.0,37,Female,Other,Gift Card,Express,47.25,1240.3799999999999,1,36–45,0.4246103896987801
ORD00008895,PROD00008895,USER00008895,12-08-24,04-11-23,Electronics,143.95,1,Wrong item,Returned,-282.0,44,Female,Other,Credit Card,Next-Day,28.37,143.95,1,36–45,0.4802672097815368
ORD00008896,PROD00008896,USER00008896,20-12-23,12-10-23,Electronics,465.14,2,Changed mind,Returned,-69.0,23,Female,Other,Debit Card,Standard,40.07,930.28,1,18–25,0.5692195452234475
ORD00008897,PROD00008897,USER00008897,20-04-24,,Toys,318.66,1,,Not Returned,,58,Female,Other,Gift Card,Next-Day,31.71,318.66,0,56–65,0.5284708420922524
ORD00008898,PROD00008898,USER00008898,02-09-24,,Clothing,493.33,2,,Not Returned,,47,Female,Other,Debit Card,Next-Day,16.71,986.66,0,46–55,0.4332992579705826
ORD00008899,PROD00008899,USER00008899,15-03-23,,Electronics,373.11,4,,Not Returned,,18,Male,Other,Credit Card,Express,13.55,1492.44,0,,0.49812519790570053
ORD00008900,PROD00008900,USER00008900,09-09-23,16-09-24,Toys,442.02,5,Not as described,Returned,373.0,40,Female,Other,PayPal,Standard,16.17,2210.1,1,36–45,0.3971533323149047
ORD00008901,PROD00008901,USER00008901,08-04-24,30-09-24,Books,288.5,3,Not as described,Returned,175.0,30,Female,Other,Debit Card,Express,5.19,865.5,1,26–35,0.5400027719747142
ORD00008902,PROD00008902,USER00008902,08-08-24,,Books,242.37,3,,Not Returned,,26,Female,Other,PayPal,Standard,0.03,727.11,0,26–35,0.5235493301165534
ORD00008903,PROD00008903,USER00008903,24-01-24,,Toys,71.8,2,,Not Returned,,63,Female,Other,Gift Card,Standard,0.68,143.6,0,56–65,0.4828568460070023
ORD00008904,PROD00008904,USER00008904,28-06-24,,Clothing,497.54,4,,Not Returned,,36,Female,Other,Debit Card,Next-Day,29.21,1990.16,0,36–45,0.5182906484539744
ORD00008905,PROD00008905,USER00008905,15-01-24,,Electronics,376.71,4,,Not Returned,,59,Female,Other,Debit Card,Next-Day,9.17,1506.84,0,56–65,0.5984551902470607
ORD00008906,PROD00008906,USER00008906,22-06-24,,Electronics,181.69,1,,Not Returned,,54,Female,Other,Gift Card,Standard,26.36,181.69,0,46–55,0.5137948181231732
ORD00008907,PROD00008907,USER00008907,24-07-23,,Home,386.65,1,,Not Returned,,69,Male,Other,Debit Card,Next-Day,15.64,386.65,0,65+,0.396629610170077
ORD00008908,PROD00008908,USER00008908,28-04-23,,Books,498.71,4,,Not Returned,,49,Female,Other,Credit Card,Express,21.4,1994.84,0,46–55,0.5407157320187914
ORD00008909,PROD00008909,USER00008909,11-10-23,,Books,75.54,1,,Not Returned,,52,Male,Other,Debit Card,Express,11.06,75.54,0,46–55,0.43851152448457825
ORD00008910,PROD00008910,USER00008910,21-03-24,,Books,327.04,5,,Not Returned,,46,Female,Other,PayPal,Standard,33.3,1635.2,0,46–55,0.5196932831800317
ORD00008911,PROD00008911,USER00008911,15-07-24,04-11-23,Toys,103.04,3,Wrong item,Returned,-254.0,29,Male,Other,Debit Card,Standard,42.46,309.12,1,26–35,0.5737819427269409
ORD00008912,PROD00008912,USER00008912,18-06-23,13-06-24,Home,189.99,4,Not as described,Returned,361.0,19,Female,Other,Debit Card,Standard,40.07,759.96,1,18–25,0.5716931857830868
ORD00008913,PROD00008913,USER00008913,19-06-24,26-03-24,Clothing,260.1,5,Changed mind,Returned,-85.0,51,Male,Other,PayPal,Express,46.7,1300.5,1,46–55,0.5913246394727439
ORD00008914,PROD00008914,USER00008914,18-05-23,01-08-23,Home,164.07,5,Changed mind,Returned,75.0,58,Female,Other,Gift Card,Next-Day,11.34,820.3499999999999,1,56–65,0.507070238186609
ORD00008915,PROD00008915,USER00008915,29-06-24,14-06-24,Clothing,465.41,2,Defective,Returned,-15.0,36,Female,Other,PayPal,Next-Day,25.09,930.82,1,36–45,0.5143764770452643
ORD00008916,PROD00008916,USER00008916,13-09-23,,Clothing,469.18,5,,Not Returned,,39,Female,City43,Credit Card,Standard,11.73,2345.9,0,36–45,0.5685322514112015
ORD00008917,PROD00008917,USER00008917,03-09-23,,Home,477.76,1,,Not Returned,,51,Female,Other,Debit Card,Standard,20.62,477.76,0,46–55,0.5480231612744849
ORD00008918,PROD00008918,USER00008918,02-07-23,,Toys,48.35,1,,Not Returned,,19,Female,Other,Debit Card,Express,28.41,48.35,0,18–25,0.5071412548566311
ORD00008919,PROD00008919,USER00008919,17-12-24,04-06-24,Toys,194.26,2,Defective,Returned,-196.0,52,Female,Other,Credit Card,Express,35.02,388.52,1,46–55,0.5170672213066034
ORD00008920,PROD00008920,USER00008920,15-03-24,16-08-24,Clothing,87.67,5,Defective,Returned,154.0,58,Male,Other,Debit Card,Next-Day,35.4,438.35,1,56–65,0.5519211701138867
ORD00008921,PROD00008921,USER00008921,02-05-23,30-11-23,Clothing,335.48,4,Not as described,Returned,212.0,52,Male,Other,Gift Card,Standard,44.97,1341.92,1,46–55,0.5436218432691692
ORD00008922,PROD00008922,USER00008922,21-07-23,12-12-23,Electronics,137.69,4,Wrong item,Returned,144.0,55,Male,Other,PayPal,Express,0.52,550.76,1,46–55,0.4429912598633324
ORD00008923,PROD00008923,USER00008923,24-01-23,,Electronics,470.78,2,,Not Returned,,53,Male,Other,Debit Card,Standard,24.1,941.56,0,46–55,0.49357414816109435
ORD00008924,PROD00008924,USER00008924,10-02-24,,Toys,64.83,4,,Not Returned,,59,Male,Other,Gift Card,Express,38.03,259.32,0,56–65,0.42952297311081084
ORD00008925,PROD00008925,USER00008925,19-12-24,,Electronics,284.48,5,,Not Returned,,39,Male,Other,Credit Card,Next-Day,23.62,1422.4,0,36–45,0.5335632171944138
ORD00008926,PROD00008926,USER00008926,11-08-24,01-10-24,Books,483.3,1,Wrong item,Returned,51.0,46,Female,Other,Gift Card,Express,42.94,483.3,1,46–55,0.5277266188642624
ORD00008927,PROD00008927,USER00008927,31-05-23,24-06-23,Clothing,474.9,1,Not as described,Returned,24.0,53,Male,Other,Debit Card,Standard,27.49,474.9,1,46–55,0.46760836890443197
ORD00008928,PROD00008928,USER00008928,19-03-24,,Home,447.06,3,,Not Returned,,20,Female,Other,Debit Card,Standard,24.37,1341.18,0,18–25,0.5227791575973646
ORD00008929,PROD00008929,USER00008929,12-06-24,,Books,147.86,3,,Not Returned,,54,Male,Other,Gift Card,Standard,45.66,443.58000000000004,0,46–55,0.6006990776127014
ORD00008930,PROD00008930,USER00008930,24-04-23,18-10-24,Books,171.48,1,Wrong item,Returned,543.0,28,Female,Other,Credit Card,Standard,21.86,171.48,1,26–35,0.593667827788072
ORD00008931,PROD00008931,USER00008931,26-07-23,,Home,365.7,4,,Not Returned,,26,Female,Other,Debit Card,Next-Day,49.45,1462.8,0,26–35,0.5649799831584845
ORD00008932,PROD00008932,USER00008932,16-01-23,23-04-24,Books,124.36,1,Changed mind,Returned,463.0,57,Female,Other,Credit Card,Express,15.08,124.36,1,56–65,0.49722872002617796
ORD00008933,PROD00008933,USER00008933,08-06-23,,Clothing,172.36,4,,Not Returned,,40,Female,Other,Debit Card,Express,2.92,689.44,0,36–45,0.39247695454935744
ORD00008934,PROD00008934,USER00008934,01-04-24,13-03-24,Books,381.4,5,Defective,Returned,-19.0,63,Male,Other,Debit Card,Express,41.55,1907.0,1,56–65,0.4770968012969806
ORD00008935,PROD00008935,USER00008935,03-06-24,26-10-24,Clothing,496.1,3,Not as described,Returned,145.0,42,Female,City43,Debit Card,Standard,41.01,1488.3000000000002,1,36–45,0.6007903582183195
ORD00008936,PROD00008936,USER00008936,26-10-24,15-07-24,Toys,380.74,2,Defective,Returned,-103.0,56,Female,Other,PayPal,Standard,36.91,761.48,1,56–65,0.5182599376052924
ORD00008937,PROD00008937,USER00008937,06-02-23,,Books,305.64,3,,Not Returned,,60,Male,City3,Debit Card,Standard,9.61,916.92,0,56–65,0.4357117866984801
ORD00008938,PROD00008938,USER00008938,11-03-24,02-11-23,Electronics,454.96,5,Wrong item,Returned,-130.0,35,Female,Other,Debit Card,Next-Day,17.65,2274.7999999999997,1,26–35,0.5151586638771932
ORD00008939,PROD00008939,USER00008939,18-09-23,29-01-23,Toys,191.49,2,Not as described,Returned,-232.0,23,Female,Other,Credit Card,Next-Day,44.48,382.98,1,18–25,0.43096318498886993
ORD00008940,PROD00008940,USER00008940,19-12-23,,Clothing,284.65,2,,Not Returned,,62,Male,Other,Credit Card,Express,32.56,569.3,0,56–65,0.5621237579490613
ORD00008941,PROD00008941,USER00008941,16-05-23,,Home,190.36,4,,Not Returned,,42,Male,City81,Gift Card,Standard,0.13,761.44,0,36–45,0.4594917585010489
ORD00008942,PROD00008942,USER00008942,27-03-23,11-06-24,Electronics,479.49,5,Defective,Returned,442.0,44,Male,Other,PayPal,Express,26.68,2397.45,1,36–45,0.4079311622988273
ORD00008943,PROD00008943,USER00008943,05-04-23,13-01-23,Toys,127.54,5,Defective,Returned,-82.0,20,Male,Other,PayPal,Next-Day,37.46,637.7,1,18–25,0.5510875794384507
ORD00008944,PROD00008944,USER00008944,21-12-24,,Electronics,276.27,1,,Not Returned,,36,Male,Other,Gift Card,Next-Day,18.38,276.27,0,36–45,0.5356668555813324
ORD00008945,PROD00008945,USER00008945,20-08-24,25-10-24,Clothing,175.11,1,Wrong item,Returned,66.0,41,Female,Other,Debit Card,Standard,18.58,175.11,1,36–45,0.5592809733790907
ORD00008946,PROD00008946,USER00008946,08-04-23,10-02-23,Electronics,421.85,1,Changed mind,Returned,-57.0,42,Male,Other,Gift Card,Standard,15.68,421.85,1,36–45,0.49031514397472825
ORD00008947,PROD00008947,USER00008947,23-08-24,14-08-24,Toys,146.45,2,Changed mind,Returned,-9.0,34,Male,Other,Credit Card,Express,46.88,292.9,1,26–35,0.5698394280728081
ORD00008948,PROD00008948,USER00008948,27-08-23,17-05-24,Home,198.84,2,Wrong item,Returned,264.0,39,Female,Other,Gift Card,Next-Day,15.01,397.68,1,36–45,0.528209048717934
ORD00008949,PROD00008949,USER00008949,27-01-24,10-12-23,Home,68.96,4,Defective,Returned,-48.0,58,Male,Other,Gift Card,Standard,36.4,275.84,1,56–65,0.5838523075258274
ORD00008950,PROD00008950,USER00008950,28-03-24,15-09-24,Toys,44.86,4,Changed mind,Returned,171.0,39,Male,Other,PayPal,Express,14.0,179.44,1,36–45,0.4705192602720397
ORD00008951,PROD00008951,USER00008951,01-10-24,,Toys,384.15,3,,Not Returned,,65,Female,Other,Credit Card,Express,41.77,1152.4499999999998,0,56–65,0.5451203023158937
ORD00008952,PROD00008952,USER00008952,12-05-24,13-07-24,Toys,313.77,2,Changed mind,Returned,62.0,37,Male,Other,Credit Card,Next-Day,39.08,627.54,1,36–45,0.4930888301895396
ORD00008953,PROD00008953,USER00008953,05-03-23,,Electronics,70.64,3,,Not Returned,,44,Male,Other,Gift Card,Express,18.44,211.92000000000002,0,36–45,0.5052989435263466
ORD00008954,PROD00008954,USER00008954,02-04-23,11-08-23,Home,466.63,3,Wrong item,Returned,131.0,48,Female,Other,Debit Card,Express,40.39,1399.8899999999999,1,46–55,0.5291486472305146
ORD00008955,PROD00008955,USER00008955,04-03-23,18-12-24,Electronics,34.0,1,Defective,Returned,655.0,36,Female,Other,Gift Card,Next-Day,24.26,34.0,1,36–45,0.48474839529271035
ORD00008956,PROD00008956,USER00008956,11-09-23,,Home,449.39,3,,Not Returned,,70,Female,City86,PayPal,Standard,46.88,1348.17,0,65+,0.5068216378445383
ORD00008957,PROD00008957,USER00008957,10-05-24,,Books,27.12,4,,Not Returned,,67,Male,Other,Credit Card,Standard,9.39,108.48,0,65+,0.5296831247282523
ORD00008958,PROD00008958,USER00008958,01-04-24,,Toys,74.2,3,,Not Returned,,44,Male,Other,PayPal,Next-Day,14.67,222.60000000000002,0,36–45,0.40943389970861266
ORD00008959,PROD00008959,USER00008959,18-09-23,07-09-23,Home,481.69,4,Defective,Returned,-11.0,65,Male,Other,PayPal,Express,32.81,1926.76,1,56–65,0.49115082908194757
ORD00008960,PROD00008960,USER00008960,09-07-24,,Books,101.04,5,,Not Returned,,55,Male,Other,Debit Card,Express,25.54,505.20000000000005,0,46–55,0.46778256423482
ORD00008961,PROD00008961,USER00008961,20-11-23,,Clothing,410.74,4,,Not Returned,,42,Female,Other,PayPal,Express,42.66,1642.96,0,36–45,0.5547042749636275
ORD00008962,PROD00008962,USER00008962,23-03-24,30-03-23,Clothing,226.28,4,Defective,Returned,-359.0,70,Female,Other,PayPal,Express,2.57,905.12,1,65+,0.5237523459752798
ORD00008963,PROD00008963,USER00008963,06-09-23,28-06-23,Toys,95.26,2,Not as described,Returned,-70.0,24,Male,Other,Gift Card,Express,45.83,190.52,1,18–25,0.5454558602786079
ORD00008964,PROD00008964,USER00008964,14-10-23,22-10-23,Books,473.62,4,Defective,Returned,8.0,38,Female,Other,Credit Card,Next-Day,7.75,1894.48,1,36–45,0.5165945870130264
ORD00008965,PROD00008965,USER00008965,09-12-23,16-10-23,Clothing,185.11,1,Wrong item,Returned,-54.0,20,Male,Other,Debit Card,Express,15.48,185.11,1,18–25,0.6673373222433537
ORD00008966,PROD00008966,USER00008966,11-10-24,,Books,396.18,3,,Not Returned,,21,Male,Other,Debit Card,Express,14.94,1188.54,0,18–25,0.5972662142310337
ORD00008967,PROD00008967,USER00008967,10-05-23,02-03-23,Clothing,276.81,5,Defective,Returned,-69.0,44,Male,Other,Debit Card,Next-Day,12.08,1384.05,1,36–45,0.5231932031709994
ORD00008968,PROD00008968,USER00008968,19-06-23,,Electronics,105.78,1,,Not Returned,,24,Female,Other,PayPal,Standard,15.75,105.78,0,18–25,0.5257626278663886
ORD00008969,PROD00008969,USER00008969,23-09-23,09-07-23,Toys,165.99,1,Defective,Returned,-76.0,60,Female,Other,Debit Card,Next-Day,15.27,165.99,1,56–65,0.4966150244643164
ORD00008970,PROD00008970,USER00008970,06-10-24,24-01-23,Clothing,442.12,3,Defective,Returned,-621.0,37,Male,Other,PayPal,Next-Day,22.89,1326.3600000000001,1,36–45,0.5226768172352079
ORD00008971,PROD00008971,USER00008971,11-05-24,24-02-24,Electronics,488.55,1,Changed mind,Returned,-77.0,62,Female,Other,Debit Card,Express,46.9,488.55,1,56–65,0.5630902732544164
ORD00008972,PROD00008972,USER00008972,29-11-24,16-10-23,Toys,264.98,4,Defective,Returned,-410.0,37,Male,Other,Debit Card,Standard,29.94,1059.92,1,36–45,0.5738100558486731
ORD00008973,PROD00008973,USER00008973,18-06-24,28-11-24,Home,430.38,2,Defective,Returned,163.0,41,Male,Other,PayPal,Next-Day,38.05,860.76,1,36–45,0.5128006860889804
ORD00008974,PROD00008974,USER00008974,04-10-24,,Electronics,381.07,1,,Not Returned,,60,Female,Other,PayPal,Next-Day,32.73,381.07,0,56–65,0.49619946349900734
ORD00008975,PROD00008975,USER00008975,25-01-24,10-09-23,Electronics,22.53,5,Changed mind,Returned,-137.0,31,Male,Other,Gift Card,Express,6.42,112.65,1,26–35,0.49405518723905434
ORD00008976,PROD00008976,USER00008976,26-11-24,,Books,70.41,1,,Not Returned,,60,Female,Other,Gift Card,Standard,36.79,70.41,0,56–65,0.5975785835777446
ORD00008977,PROD00008977,USER00008977,15-01-24,,Clothing,149.0,2,,Not Returned,,39,Female,Other,PayPal,Express,31.6,298.0,0,36–45,0.5779220217027244
